$U_{UV}$, $I_U$, $P_{UV}$, $I_V$, $U_{UW}$, $U_{WV}$, $I_W$, $P_{WV}$, $I_{Last}$
387, 41.1, -2300, 27.2, 370, 378, 68.2, 24000, 84.5
