$U_{1U2U}$, 0.3
$U_{1U2V}$, 257
$U_{1U2W}$, 243
$U_{1V2U}$, 381.3
$U_{1V2V}$, 197
$U_{1V2W}$, 209
$U_{1W2U}$, 371.6
$U_{1W2V}$, 447.3
$U_{1W2W}$, 201.5
