Second,CH1,CH2,CH3,
0.0936,-24,-144,144, 
0.094,0,-160,152, 
0.0944,8,-152,136, 
0.0948,32,-144,104, 
0.0952,40,-136,96, 
0.0956,64,-104,56, 
0.096,64,-96,48, 
0.0964,64,-80,24, 
0.0968,64,-72,16, 
0.0972,64,-56,0, 
0.0976,56,-48,-16, 
0.098,48,-32,-24, 
0.0984,40,-24,-32, 
0.0988,32,-8,-40, 
0.0992,32,-8,-40, 
0.0996,32,0,-48, 
0.1,32,8,-48, 
0.1004,24,16,-40, 
0.1008,16,16,-40, 
0.1012,8,16,-48, 
0.1016,8,16,-40, 
0.102,8,24,-40, 
0.1024,0,24,-40, 
0.1028,8,24,-40, 
0.1032,8,24,-40, 
0.1036,0,24,-32, 
0.104,0,24,-40, 
0.1044,0,24,-32, 
0.1048,0,24,-32, 
0.1052,0,16,-32, 
0.1056,0,16,-32, 
0.106,0,24,-32, 
0.1064,0,16,-32, 
0.1068,0,24,-32, 
0.1072,0,24,-32, 
0.1076,0,16,-24, 
0.108,-8,16,-24, 
0.1084,0,24,-16, 
0.1088,-8,24,-16, 
0.1092,-16,8,-16, 
0.1096,-16,8,-8, 
0.11,-24,0,8, 
0.1104,-24,-8,16, 
0.1108,-40,-24,48, 
0.1112,-48,-32,48, 
0.1116,-56,-40,72, 
0.112,-56,-48,72, 
0.1124,-56,-56,88, 
0.1128,-56,-64,88, 
0.1132,-32,-72,80, 
0.1136,-24,-88,88, 
0.114,0,-96,80, 
0.1144,8,-88,72, 
0.1148,32,-88,64, 
0.1152,40,-80,56, 
0.1156,56,-64,32, 
0.116,56,-64,24, 
0.1164,56,-48,16, 
0.1168,56,-40,8, 
0.1172,48,-32,-16, 
0.1176,48,-32,-16, 
0.118,32,-16,-32, 
0.1184,32,-8,-32, 
0.1188,32,0,-40, 
0.1192,32,0,-40, 
0.1196,32,8,-48, 
0.12,32,8,-48, 
0.1204,16,16,-40, 
0.1208,24,16,-40, 
0.1212,8,24,-40, 
0.1216,8,24,-40, 
0.122,8,24,-40, 
0.1224,8,24,-40, 
0.1228,0,24,-40, 
0.1232,8,24,-32, 
0.1236,0,24,-40, 
0.124,0,24,-32, 
0.1244,0,24,-40, 
0.1248,0,24,-32, 
0.1252,0,24,-32, 
0.1256,0,24,-32, 
0.126,0,24,-32, 
0.1264,0,24,-32, 
0.1268,0,24,-24, 
0.1272,0,24,-32, 
0.1276,0,24,-24, 
0.128,0,24,-24, 
0.1284,0,24,-24, 
0.1288,-8,24,-16, 
0.1292,-16,24,-16, 
0.1296,-16,16,-16, 
0.13,-16,8,0, 
0.1304,-24,8,8, 
0.1308,-24,-8,24, 
0.1312,-24,-16,32, 
0.1316,-40,-32,48, 
0.132,-40,-32,56, 
0.1324,-48,-40,64, 
0.1328,-40,-40,64, 
0.1332,-24,-48,64, 
0.1336,-24,-48,56, 
0.134,0,-64,48, 
0.1344,8,-56,48, 
0.1348,32,-64,40, 
0.1352,32,-56,32, 
0.1356,40,-48,16, 
0.136,40,-40,16, 
0.1364,48,-32,0, 
0.1368,48,-32,0, 
0.1372,40,-24,-16, 
0.1376,40,-16,-16, 
0.138,32,-8,-32, 
0.1384,32,-8,-40, 
0.1388,32,8,-40, 
0.1392,32,8,-40, 
0.1396,32,8,-40, 
0.14,24,16,-40, 
0.1404,24,16,-40, 
0.1408,16,24,-40, 
0.1412,8,24,-40, 
0.1416,8,24,-40, 
0.142,8,24,-40, 
0.1424,8,24,-32, 
0.1428,0,24,-40, 
0.1432,0,24,-32, 
0.1436,0,24,-32, 
0.144,0,24,-32, 
0.1444,0,24,-32, 
0.1448,0,24,-32, 
0.1452,0,24,-32, 
0.1456,0,24,-32, 
0.146,0,24,-24, 
0.1464,0,24,-24, 
0.1468,0,24,-32, 
0.1472,0,24,-24, 
0.1476,0,24,-24, 
0.148,0,24,-24, 
0.1484,-8,24,-16, 
0.1488,-8,24,-16, 
0.1492,-8,24,-16, 
0.1496,-16,24,-16, 
0.15,-16,16,-8, 
0.1504,-16,8,0, 
0.1508,-24,-8,16, 
0.1512,-24,-8,24, 
0.1516,-32,-16,48, 
0.152,-32,-24,48, 
0.1524,-32,-32,48, 
0.1528,-32,-32,48, 
0.1532,-24,-32,48, 
0.1536,-16,-32,48, 
0.154,0,-40,40, 
0.1544,0,-40,32, 
0.1548,32,-40,24, 
0.1552,32,-48,16, 
0.1556,32,-32,16, 
0.156,32,-32,8, 
0.1564,40,-32,0, 
0.1568,40,-32,-8, 
0.1572,32,-16,-16, 
0.1576,32,-8,-16, 
0.158,32,-8,-32, 
0.1584,32,0,-32, 
0.1588,32,8,-40, 
0.1592,32,8,-40, 
0.1596,24,8,-40, 
0.16,24,8,-40, 
0.1604,24,16,-40, 
0.1608,16,16,-40, 
0.1612,8,24,-32, 
0.1616,8,24,-40, 
0.162,8,24,-32, 
0.1624,8,24,-32, 
0.1628,0,24,-32, 
0.1632,8,24,-32, 
0.1636,0,24,-24, 
0.164,0,24,-32, 
0.1644,8,24,-24, 
0.1648,0,24,-24, 
0.1652,0,16,-32, 
0.1656,0,24,-24, 
0.166,0,24,-24, 
0.1664,0,24,-24, 
0.1668,0,16,-16, 
0.1672,0,24,-24, 
0.1676,0,24,-16, 
0.168,0,24,-16, 
0.1684,-8,24,-16, 
0.1688,-8,24,-16, 
0.1692,-8,24,-16, 
0.1696,-8,24,-16, 
0.17,-8,8,-8, 
0.1704,-8,8,8, 
0.1708,-24,-8,16, 
0.1712,-24,-8,16, 
0.1716,-24,-16,32, 
0.172,-24,-16,40, 
0.1724,-32,-24,48, 
0.1728,-24,-32,48, 
0.1732,-16,-32,40, 
0.1736,-8,-32,40, 
0.174,0,-32,24, 
0.1744,0,-32,24, 
0.1748,24,-32,16, 
0.1752,24,-32,16, 
0.1756,32,-32,8, 
0.176,32,-32,8, 
0.1764,32,-32,0, 
0.1768,32,-24,-8, 
0.1772,32,-16,-16, 
0.1776,32,-16,-16, 
0.178,32,-8,-24, 
0.1784,32,0,-32, 
0.1788,32,0,-32, 
0.1792,32,8,-40, 
0.1796,24,8,-40, 
0.18,24,8,-40, 
0.1804,16,16,-40, 
0.1808,16,16,-40, 
0.1812,16,16,-32, 
0.1816,8,24,-32, 
0.182,8,24,-32, 
0.1824,8,24,-32, 
0.1828,0,24,-24, 
0.1832,8,24,-32, 
0.1836,0,24,-24, 
0.184,0,24,-24, 
0.1844,0,16,-24, 
0.1848,0,24,-24, 
0.1852,0,16,-16, 
0.1856,0,24,-24, 
0.186,0,16,-24, 
0.1864,0,24,-24, 
0.1868,0,24,-24, 
0.1872,0,24,-16, 
0.1876,-8,16,-16, 
0.188,0,24,-16, 
0.1884,-8,24,-16, 
0.1888,-8,24,-16, 
0.1892,-8,16,-16, 
0.1896,-8,16,-8, 
0.19,-16,8,-8, 
0.1904,-16,8,0, 
0.1908,-16,0,16, 
0.1912,-16,-8,16, 
0.1916,-24,-16,32, 
0.192,-24,-16,32, 
0.1924,-24,-24,40, 
0.1928,-24,-32,48, 
0.1932,-16,-24,32, 
0.1936,-16,-24,32, 
0.194,0,-32,24, 
0.1944,0,-32,24, 
0.1948,16,-32,16, 
0.1952,24,-32,16, 
0.1956,32,-32,8, 
0.196,32,-32,8, 
0.1964,32,-24,0, 
0.1968,32,-24,-8, 
0.1972,32,-16,-16, 
0.1976,32,-8,-16, 
0.198,32,-8,-24, 
0.1984,32,-8,-24, 
0.1988,32,0,-32, 
0.1992,32,0,-40, 
0.1996,24,8,-32, 
0.2,24,8,-40, 
0.2004,16,16,-32, 
0.2008,16,8,-32, 
0.2012,16,16,-32, 
0.2016,8,16,-24, 
0.202,8,24,-24, 
0.2024,8,24,-32, 
0.2028,0,16,-24, 
0.2032,8,24,-24, 
0.2036,0,16,-24, 
0.204,0,16,-24, 
0.2044,0,24,-16, 
0.2048,0,16,-24, 
0.2052,0,16,-24, 
0.2056,0,16,-24, 
0.206,0,24,-16, 
0.2064,0,16,-16, 
0.2068,0,24,-16, 
0.2072,0,24,-16, 
0.2076,0,16,-16, 
0.208,0,24,-16, 
0.2084,-8,16,-16, 
0.2088,-8,24,-16, 
0.2092,-8,24,-8, 
0.2096,-8,16,-8, 
0.21,-8,8,0, 
0.2104,-16,8,0, 
0.2108,-16,0,16, 
0.2112,-16,-8,16, 
0.2116,-24,-8,24, 
0.212,-24,-8,24, 
0.2124,-24,-16,40, 
0.2128,-24,-16,40, 
0.2132,-16,-24,32, 
0.2136,-8,-24,24, 
0.214,0,-16,16, 
0.2144,0,-24,16, 
0.2148,16,-32,16, 
0.2152,24,-32,16, 
0.2156,32,-32,8, 
0.216,32,-32,0, 
0.2164,32,-24,-8, 
0.2168,32,-24,-8, 
0.2172,32,-8,-16, 
0.2176,32,-8,-16, 
0.218,24,-8,-24, 
0.2184,32,-8,-24, 
0.2188,32,0,-32, 
0.2192,32,0,-32, 
0.2196,24,8,-32, 
0.22,24,8,-32, 
0.2204,16,8,-32, 
0.2208,16,16,-32, 
0.2212,16,16,-24, 
0.2216,8,16,-32, 
0.222,8,24,-24, 
0.2224,8,16,-24, 
0.2228,0,24,-32, 
0.2232,8,16,-24, 
0.2236,0,24,-24, 
0.224,0,16,-16, 
0.2244,0,24,-24, 
0.2248,0,16,-16, 
0.2252,0,16,-24, 
0.2256,0,16,-16, 
0.226,0,24,-16, 
0.2264,0,16,-16, 
0.2268,0,16,-16, 
0.2272,0,16,-16, 
0.2276,0,16,-16, 
0.228,0,24,-16, 
0.2284,-8,16,-16, 
0.2288,-8,24,-16, 
0.2292,-8,16,-8, 
0.2296,-8,16,-8, 
0.23,-16,8,0, 
0.2304,-16,8,8, 
0.2308,-8,0,8, 
0.2312,-16,0,16, 
0.2316,-24,-8,24, 
0.232,-16,-8,32, 
0.2324,-24,-16,32, 
0.2328,-16,-16,32, 
0.2332,-8,-16,32, 
0.2336,-8,-16,24, 
0.234,0,-24,16, 
0.2344,8,-16,16, 
0.2348,16,-24,16, 
0.2352,16,-24,8, 
0.2356,24,-32,0, 
0.236,32,-24,0, 
0.2364,32,-24,0, 
0.2368,32,-16,-8, 
0.2372,24,-8,-16, 
0.2376,24,-8,-16, 
0.238,24,-8,-24, 
0.2384,24,-8,-24, 
0.2388,24,0,-32, 
0.2392,32,0,-32, 
0.2396,24,8,-32, 
0.24,24,0,-32, 
0.2404,16,8,-32, 
0.2408,16,16,-24, 
0.2412,8,16,-24, 
0.2416,8,16,-32, 
0.242,8,16,-24, 
0.2424,8,16,-24, 
0.2428,0,16,-32, 
0.2432,0,24,-24, 
0.2436,8,16,-24, 
0.244,0,16,-24, 
0.2444,0,16,-16, 
0.2448,0,16,-16, 
0.2452,0,16,-16, 
0.2456,0,16,-16, 
0.246,0,16,-16, 
0.2464,0,16,-16, 
0.2468,0,16,-16, 
0.2472,0,16,-16, 
0.2476,0,24,-16, 
0.248,0,16,-16, 
0.2484,-8,24,-8, 
0.2488,-8,16,-8, 
0.2492,-16,24,-8, 
0.2496,-8,16,-8, 
0.25,-8,8,0, 
0.2504,-8,8,0, 
0.2508,-8,0,16, 
0.2512,-16,-8,16, 
0.2516,-16,-8,24, 
0.252,-16,-8,24, 
0.2524,-24,-16,32, 
0.2528,-16,-16,32, 
0.2532,-8,-16,24, 
0.2536,-8,-24,24, 
0.254,0,-16,16, 
0.2544,0,-16,16, 
0.2548,16,-24,8, 
0.2552,16,-24,8, 
0.2556,24,-24,0, 
0.256,24,-24,8, 
0.2564,32,-16,-8, 
0.2568,24,-16,-8, 
0.2572,24,-8,-16, 
0.2576,32,-8,-16, 
0.258,24,-8,-24, 
0.2584,24,-8,-24, 
0.2588,32,0,-32, 
0.2592,32,-8,-32, 
0.2596,24,0,-32, 
0.26,16,0,-24, 
0.2604,24,8,-24, 
0.2608,16,8,-24, 
0.2612,8,16,-32, 
0.2616,8,16,-24, 
0.262,8,16,-24, 
0.2624,8,16,-24, 
0.2628,8,24,-16, 
0.2632,0,16,-24, 
0.2636,8,16,-24, 
0.264,0,16,-16, 
0.2644,0,16,-16, 
0.2648,0,16,-16, 
0.2652,0,16,-16, 
0.2656,0,16,-16, 
0.266,0,16,-16, 
0.2664,0,16,-16, 
0.2668,0,16,-16, 
0.2672,0,16,-16, 
0.2676,0,16,-16, 
0.268,0,16,-16, 
0.2684,-8,16,-8, 
0.2688,-8,16,-8, 
0.2692,-8,16,-16, 
0.2696,-16,16,0, 
0.27,-8,8,0, 
